Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Durbin-Watson,Linearity,Heteroscedasticity,Model_score
CU,KLFinancieleDienstenOnroerendGoed_169,votes_square,0.0086,0.5671,0.0003,0.0,1.6776,0.7519230083759292,0.16037935749239085,3
SGP,KLFinancieleDienstenOnroerendGoed_169,votes_square,0.129,0.0001,0.0173,0.0,1.8675,0.024902591987357194,0.18128105573996967,3
DENK,KLFinancieleDienstenOnroerendGoed_169,votes_square,-0.0037,0.0,0.0164,0.0,1.5157,0.7022303481717767,0.014024253723974426,3
VijftigPlus,KLFinancieleDienstenOnroerendGoed_169,votes_div,18.0849,0.376,0.0004,0.0,1.8026,0.0003726913035515821,0.25683371305168295,2
D66,MNZakelijkeDienstverlening_170,votes_sqrt,0.7239,0.0,0.3274,0.0,0.7951,0.7943588527026776,0.8226210900853473,4
PVV,MNZakelijkeDienstverlening_170,votes,-0.2094,0.0,0.0551,0.0,0.7221,6.843015067986914e-06,5.027185110148147e-09,2
CDA,MNZakelijkeDienstverlening_170,votes,-0.6128,0.0,0.2378,0.0,1.7,8.697801663754105e-15,1.503835119604181e-30,3
SP,MNZakelijkeDienstverlening_170,votes_square,-0.0366,0.0,0.0408,0.0,1.1414,0.29298068049645953,1.8897872886385122e-08,2
PvdA,MNZakelijkeDienstverlening_170,votes,0.0616,0.001,0.0044,0.0,0.6204,0.004501800533944716,0.15128149105654995,2
Groenlinks,MNZakelijkeDienstverlening_170,votes,0.3678,0.0,0.3105,0.0,1.4086,0.46736705594598116,1.2613833804462932e-24,3
FvD,MNZakelijkeDienstverlening_170,votes_div,-37.5006,0.0052,0.0071,0.0,0.193,0.0018058722547232037,1.827170061668409e-05,1
PvdD,MNZakelijkeDienstverlening_170,votes,0.1006,0.0,0.2458,0.0,1.3329,0.022246842520948613,0.20190472334187395,3
CU,MNZakelijkeDienstverlening_170,votes_square,-0.0624,0.0,0.0715,0.0,1.6144,4.530508957255833e-05,1.6538762359327088e-07,3
SGP,MNZakelijkeDienstverlening_170,votes,-0.4371,0.0,0.0987,0.0,1.5728,0.00021542435466341144,7.49583888187432e-23,3
DENK,MNZakelijkeDienstverlening_170,votes,0.0557,0.0,0.0703,0.0,1.5926,1.7246995775241285e-11,4.409109166143312e-06,3
VijftigPlus,MNZakelijkeDienstverlening_170,votes_square,-0.0046,0.0003,0.0072,0.0,1.7589,0.17915860671370365,0.021875093426240135,3
D66,RUCultuurRecreatieOverigeDiensten_171,votes_div,-137.3812,0.0,0.0173,0.0,1.8376,1.208780553620554e-21,0.0002816893516172559,2
PVV,RUCultuurRecreatieOverigeDiensten_171,votes,0.1763,0.0013,0.0054,0.0,0.7342,0.0315641436138864,1.5901643542508683e-19,1
CDA,RUCultuurRecreatieOverigeDiensten_171,votes_sqrt,-1.3597,0.0,0.1162,0.0,1.5066,0.36873360305838365,0.29813334948254666,5
SP,RUCultuurRecreatieOverigeDiensten_171,votes,0.5236,0.0,0.0597,0.0,0.7925,7.829357775553282e-11,6.431725726822167e-06,2
PvdA,RUCultuurRecreatieOverigeDiensten_171,votes_square,0.2062,0.0,0.0759,0.0,0.654,0.9439412254833994,2.04866046498185e-25,3
Groenlinks,RUCultuurRecreatieOverigeDiensten_171,votes_log,12.9097,0.0,0.2256,0.0,1.2457,6.614284264251909e-37,0.3086581155362366,3
FvD,RUCultuurRecreatieOverigeDiensten_171,votes_div,-87.1223,0.0154,0.0053,0.0,0.1897,0.017809345710929948,0.10204117618536408,2
